"id","is_oreb","team","opponent","conference","opp_conference"
"4392-30",0,"Georgia","Kentucky","SEC","SEC"
"4392-31",0,"Kentucky","Georgia","SEC","SEC"
"4393-1",1,"N.C. State","Georgia Tech","ACC","ACC"
"4393-3",1,"N.C. State","Georgia Tech","ACC","ACC"
"4394-2",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"4394-3",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"4394-7",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"4394-8",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"4395-2",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-4",1,"Texas","Iowa St.","Big 12","Big 12"
"4395-5",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-6",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-7",1,"Iowa St.","Texas","Big 12","Big 12"
"4395-8",1,"Texas","Iowa St.","Big 12","Big 12"
"4395-9",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-10",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-13",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-16",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-19",1,"Iowa St.","Texas","Big 12","Big 12"
"4395-20",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-22",1,"Iowa St.","Texas","Big 12","Big 12"
"4395-23",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-24",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-25",1,"Texas","Iowa St.","Big 12","Big 12"
"4395-27",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-28",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-33",1,"Iowa St.","Texas","Big 12","Big 12"
"4395-36",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-37",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-38",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-39",0,"Iowa St.","Texas","Big 12","Big 12"
"4395-40",0,"Texas","Iowa St.","Big 12","Big 12"
"4395-41",0,"Texas","Iowa St.","Big 12","Big 12"
"4396-1",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-3",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-4",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-7",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-8",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-9",0,"Kansas","Kansas St.","Big 12","Big 12"
"4396-10",0,"Kansas","Kansas St.","Big 12","Big 12"
"4397-1",0,"VCU","Massachusetts","Atlantic 10","Atlantic 10"
"4398-2",0,"South Carolina","Mississippi","SEC","SEC"
"4398-3",0,"South Carolina","Mississippi","SEC","SEC"
"4398-4",0,"Mississippi","South Carolina","SEC","SEC"
"4398-5",0,"Mississippi","South Carolina","SEC","SEC"
"4398-6",0,"Mississippi","South Carolina","SEC","SEC"
"4398-7",0,"South Carolina","Mississippi","SEC","SEC"
"4398-8",0,"South Carolina","Mississippi","SEC","SEC"
"4398-9",0,"South Carolina","Mississippi","SEC","SEC"
"4398-10",0,"South Carolina","Mississippi","SEC","SEC"
"4398-12",0,"Mississippi","South Carolina","SEC","SEC"
"4398-17",0,"South Carolina","Mississippi","SEC","SEC"
"4399-2",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-3",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-4",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-5",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-6",1,"Mississippi St.","Tennessee","SEC","SEC"
"4399-7",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-9",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-10",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-11",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-12",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-14",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-15",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-16",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-17",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-18",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-19",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-21",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-22",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-23",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-27",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-28",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-30",1,"Mississippi St.","Tennessee","SEC","SEC"
"4399-31",1,"Mississippi St.","Tennessee","SEC","SEC"
"4399-32",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-33",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-35",1,"Mississippi St.","Tennessee","SEC","SEC"
"4399-36",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-38",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-39",1,"Tennessee","Mississippi St.","SEC","SEC"
"4399-41",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-44",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-46",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-47",0,"Tennessee","Mississippi St.","SEC","SEC"
"4399-48",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-49",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-50",1,"Mississippi St.","Tennessee","SEC","SEC"
"4399-51",0,"Mississippi St.","Tennessee","SEC","SEC"
"4399-52",0,"Mississippi St.","Tennessee","SEC","SEC"
"4400-1",1,"UNLV","Utah St.","MWC","MWC"
"4400-2",0,"UNLV","Utah St.","MWC","MWC"
"4400-3",0,"Utah St.","UNLV","MWC","MWC"
"4400-5",0,"UNLV","Utah St.","MWC","MWC"
"4400-6",0,"Utah St.","UNLV","MWC","MWC"
"4400-7",0,"Utah St.","UNLV","MWC","MWC"
"4400-8",0,"UNLV","Utah St.","MWC","MWC"
"4400-9",0,"UNLV","Utah St.","MWC","MWC"
"4400-10",0,"Utah St.","UNLV","MWC","MWC"
"4400-11",0,"UNLV","Utah St.","MWC","MWC"
"4400-12",0,"UNLV","Utah St.","MWC","MWC"
"4400-13",1,"Utah St.","UNLV","MWC","MWC"
"4400-16",0,"Utah St.","UNLV","MWC","MWC"
"4400-17",0,"UNLV","Utah St.","MWC","MWC"
"4400-18",0,"Utah St.","UNLV","MWC","MWC"
"4400-19",0,"Utah St.","UNLV","MWC","MWC"
"4400-20",1,"UNLV","Utah St.","MWC","MWC"
"4401-2",1,"Arkansas","Missouri","SEC","SEC"
"4401-3",1,"Arkansas","Missouri","SEC","SEC"
"4401-4",1,"Arkansas","Missouri","SEC","SEC"
"4401-5",1,"Arkansas","Missouri","SEC","SEC"
"4402-1",0,"LSU","Auburn","SEC","SEC"
"4402-2",1,"Auburn","LSU","SEC","SEC"
"4402-5",0,"LSU","Auburn","SEC","SEC"
"4402-6",0,"LSU","Auburn","SEC","SEC"
"4402-7",0,"LSU","Auburn","SEC","SEC"
"4402-9",0,"LSU","Auburn","SEC","SEC"
"4402-10",1,"Auburn","LSU","SEC","SEC"
"4402-11",0,"LSU","Auburn","SEC","SEC"
"4402-12",0,"Auburn","LSU","SEC","SEC"
"4402-13",0,"LSU","Auburn","SEC","SEC"
"4402-14",0,"LSU","Auburn","SEC","SEC"
"4402-16",0,"LSU","Auburn","SEC","SEC"
"4402-17",0,"LSU","Auburn","SEC","SEC"
"4402-18",0,"Auburn","LSU","SEC","SEC"
"4402-21",0,"LSU","Auburn","SEC","SEC"
"4402-24",0,"LSU","Auburn","SEC","SEC"
"4402-25",0,"LSU","Auburn","SEC","SEC"
"4402-26",1,"Auburn","LSU","SEC","SEC"
"4402-27",1,"Auburn","LSU","SEC","SEC"
"4402-29",0,"Auburn","LSU","SEC","SEC"
"4402-31",0,"Auburn","LSU","SEC","SEC"
"4402-32",0,"Auburn","LSU","SEC","SEC"
"4402-33",0,"Auburn","LSU","SEC","SEC"
"4402-34",1,"LSU","Auburn","SEC","SEC"
"4402-35",1,"Auburn","LSU","SEC","SEC"
"4402-41",0,"Auburn","LSU","SEC","SEC"
"4402-43",1,"LSU","Auburn","SEC","SEC"
"4402-44",0,"LSU","Auburn","SEC","SEC"
"4402-45",0,"Auburn","LSU","SEC","SEC"
"4402-46",0,"LSU","Auburn","SEC","SEC"
"4402-47",0,"LSU","Auburn","SEC","SEC"
"4402-48",1,"Auburn","LSU","SEC","SEC"
"4402-49",1,"Auburn","LSU","SEC","SEC"
"4402-50",1,"LSU","Auburn","SEC","SEC"
"4402-52",1,"LSU","Auburn","SEC","SEC"
"4402-53",1,"LSU","Auburn","SEC","SEC"
"4402-57",0,"Auburn","LSU","SEC","SEC"
"4402-58",0,"LSU","Auburn","SEC","SEC"
"4403-2",0,"Oregon","California","PAC 12","PAC 12"
"4404-1",0,"Connecticut","Seton Hall","BigEast","BigEast"
"4404-2",1,"Connecticut","Seton Hall","BigEast","BigEast"
"4404-3",0,"Connecticut","Seton Hall","BigEast","BigEast"
"4405-2",1,"Xavier","DePaul","BigEast","BigEast"
"4406-1",0,"Drake","Missouri St.","MVC","MVC"
"4406-2",0,"Drake","Missouri St.","MVC","MVC"
"4406-3",0,"Drake","Missouri St.","MVC","MVC"
"4406-4",0,"Drake","Missouri St.","MVC","MVC"
"4406-5",0,"Drake","Missouri St.","MVC","MVC"
"4406-6",1,"Drake","Missouri St.","MVC","MVC"
"4407-2",1,"Florida","Texas A&M","SEC","SEC"
"4407-4",0,"Florida","Texas A&M","SEC","SEC"
"4407-6",1,"Florida","Texas A&M","SEC","SEC"
"4407-9",0,"Florida","Texas A&M","SEC","SEC"
"4407-10",0,"Texas A&M","Florida","SEC","SEC"
"4407-11",0,"Florida","Texas A&M","SEC","SEC"
"4407-12",0,"Texas A&M","Florida","SEC","SEC"
"4407-13",1,"Florida","Texas A&M","SEC","SEC"
"4407-15",0,"Florida","Texas A&M","SEC","SEC"
"4407-16",0,"Texas A&M","Florida","SEC","SEC"
"4407-17",0,"Florida","Texas A&M","SEC","SEC"
"4407-18",0,"Florida","Texas A&M","SEC","SEC"
"4407-20",1,"Florida","Texas A&M","SEC","SEC"
"4407-21",1,"Florida","Texas A&M","SEC","SEC"
"4407-22",0,"Florida","Texas A&M","SEC","SEC"
"4407-24",1,"Texas A&M","Florida","SEC","SEC"
"4407-26",1,"Texas A&M","Florida","SEC","SEC"
"4407-27",0,"Texas A&M","Florida","SEC","SEC"
"4407-28",1,"Florida","Texas A&M","SEC","SEC"
"4407-31",0,"Florida","Texas A&M","SEC","SEC"
"4407-33",1,"Texas A&M","Florida","SEC","SEC"
"4407-35",1,"Texas A&M","Florida","SEC","SEC"
"4407-36",1,"Texas A&M","Florida","SEC","SEC"
"4407-37",0,"Texas A&M","Florida","SEC","SEC"
"4407-39",0,"Florida","Texas A&M","SEC","SEC"
"4407-41",1,"Florida","Texas A&M","SEC","SEC"
"4407-44",0,"Texas A&M","Florida","SEC","SEC"
"4407-45",0,"Texas A&M","Florida","SEC","SEC"
"4407-46",1,"Texas A&M","Florida","SEC","SEC"
"4407-48",1,"Florida","Texas A&M","SEC","SEC"
"4407-49",0,"Florida","Texas A&M","SEC","SEC"
"4407-50",0,"Texas A&M","Florida","SEC","SEC"
"4407-51",0,"Florida","Texas A&M","SEC","SEC"
"4407-52",1,"Texas A&M","Florida","SEC","SEC"
"4407-53",1,"Texas A&M","Florida","SEC","SEC"
"4407-54",1,"Florida","Texas A&M","SEC","SEC"
"4407-55",1,"Florida","Texas A&M","SEC","SEC"
"4407-56",1,"Florida","Texas A&M","SEC","SEC"
"4408-1",1,"Providence","Marquette","BigEast","BigEast"
"4409-3",0,"Ohio St.","Nebraska","BigTen","BigTen"
"4409-5",0,"Ohio St.","Nebraska","BigTen","BigTen"
"4409-7",0,"Ohio St.","Nebraska","BigTen","BigTen"
"4409-8",0,"Ohio St.","Nebraska","BigTen","BigTen"
"4410-1",0,"TCU","West Virginia","Big 12","Big 12"
"4411-1",1,"Virginia","Virginia Tech","ACC","ACC"
"4411-2",1,"Virginia","Virginia Tech","ACC","ACC"
"4411-3",0,"Virginia","Virginia Tech","ACC","ACC"
"4411-5",0,"Virginia","Virginia Tech","ACC","ACC"
"4412-1",0,"Arizona","USC","PAC 12","PAC 12"
"4412-2",1,"Arizona","USC","PAC 12","PAC 12"
"4412-3",0,"Arizona","USC","PAC 12","PAC 12"
"4412-4",0,"Arizona","USC","PAC 12","PAC 12"
"4412-5",0,"Arizona","USC","PAC 12","PAC 12"
"4412-7",1,"Arizona","USC","PAC 12","PAC 12"
"4412-9",1,"Arizona","USC","PAC 12","PAC 12"
"4412-10",0,"Arizona","USC","PAC 12","PAC 12"
"4412-11",1,"Arizona","USC","PAC 12","PAC 12"
"4412-12",0,"Arizona","USC","PAC 12","PAC 12"
"4413-2",0,"UCLA","Arizona St.","PAC 12","PAC 12"
"4413-3",1,"UCLA","Arizona St.","PAC 12","PAC 12"
"4413-5",1,"UCLA","Arizona St.","PAC 12","PAC 12"
"4413-7",0,"UCLA","Arizona St.","PAC 12","PAC 12"
"4413-8",1,"UCLA","Arizona St.","PAC 12","PAC 12"
"4413-9",0,"UCLA","Arizona St.","PAC 12","PAC 12"
"4414-1",0,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4414-2",0,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4414-4",0,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4414-5",0,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4414-6",1,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4414-8",1,"Gonzaga","Loyola Marymount","WestCoast","WestCoast"
"4415-1",0,"Illinois","Indiana","BigTen","BigTen"
"4415-2",0,"Indiana","Illinois","BigTen","BigTen"
"4415-4",0,"Illinois","Indiana","BigTen","BigTen"
"4415-5",0,"Indiana","Illinois","BigTen","BigTen"
"4415-8",1,"Indiana","Illinois","BigTen","BigTen"
"4415-9",0,"Illinois","Indiana","BigTen","BigTen"
"4415-10",1,"Illinois","Indiana","BigTen","BigTen"
"4415-12",1,"Indiana","Illinois","BigTen","BigTen"
"4415-13",0,"Illinois","Indiana","BigTen","BigTen"
"4415-14",0,"Indiana","Illinois","BigTen","BigTen"
"4415-15",0,"Illinois","Indiana","BigTen","BigTen"
"4415-16",1,"Illinois","Indiana","BigTen","BigTen"
"4415-19",0,"Illinois","Indiana","BigTen","BigTen"
"4416-1",0,"Marshall","Texas St.","SunBelt","SunBelt"
"4416-3",0,"Marshall","Texas St.","SunBelt","SunBelt"
"4416-4",0,"Marshall","Texas St.","SunBelt","SunBelt"
"4417-1",0,"Maryland","Michigan","BigTen","BigTen"
"4417-3",0,"Michigan","Maryland","BigTen","BigTen"
"4417-4",0,"Michigan","Maryland","BigTen","BigTen"
"4417-6",0,"Michigan","Maryland","BigTen","BigTen"
"4417-7",1,"Maryland","Michigan","BigTen","BigTen"
"4417-8",0,"Michigan","Maryland","BigTen","BigTen"
"4417-10",1,"Michigan","Maryland","BigTen","BigTen"
"4417-11",1,"Michigan","Maryland","BigTen","BigTen"
"4417-12",0,"Maryland","Michigan","BigTen","BigTen"
"4417-13",0,"Michigan","Maryland","BigTen","BigTen"
"4418-1",0,"Purdue","Minnesota","BigTen","BigTen"
"4419-1",0,"Stanford","Oregon St.","PAC 12","PAC 12"
"4419-2",0,"Stanford","Oregon St.","PAC 12","PAC 12"
"4420-1",0,"Pacific","San Francisco","WestCoast","WestCoast"
"4420-2",0,"Pacific","San Francisco","WestCoast","WestCoast"
"4421-1",0,"Pepperdine","Saint Mary's","WestCoast","WestCoast"
"4421-2",0,"Pepperdine","Saint Mary's","WestCoast","WestCoast"
"4421-5",0,"Pepperdine","Saint Mary's","WestCoast","WestCoast"
"4422-2",0,"Washington St.","Utah","PAC 12","PAC 12"
"4422-3",0,"Washington St.","Utah","PAC 12","PAC 12"
"4422-4",0,"Washington St.","Utah","PAC 12","PAC 12"
"4423-1",0,"VCU","Richmond","Atlantic 10","Atlantic 10"
"4423-2",1,"VCU","Richmond","Atlantic 10","Atlantic 10"
"4424-1",0,"Villanova","St. John's","BigEast","BigEast"
"4424-3",0,"Villanova","St. John's","BigEast","BigEast"
"4424-4",1,"Villanova","St. John's","BigEast","BigEast"
"4425-2",0,"Alabama","Missouri","SEC","SEC"
"4425-3",0,"Alabama","Missouri","SEC","SEC"
"4425-4",1,"Alabama","Missouri","SEC","SEC"
"4426-1",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-2",1,"Arizona","UCLA","PAC 12","PAC 12"
"4426-4",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-5",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-6",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-7",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-8",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-9",1,"Arizona","UCLA","PAC 12","PAC 12"
"4426-10",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-11",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-12",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-13",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-14",1,"UCLA","Arizona","PAC 12","PAC 12"
"4426-15",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-16",1,"UCLA","Arizona","PAC 12","PAC 12"
"4426-17",0,"Arizona","UCLA","PAC 12","PAC 12"
"4426-18",0,"UCLA","Arizona","PAC 12","PAC 12"
"4426-19",1,"Arizona","UCLA","PAC 12","PAC 12"
"4426-20",0,"UCLA","Arizona","PAC 12","PAC 12"
"4427-1",0,"Arkansas","Mississippi","SEC","SEC"
"4427-2",0,"Mississippi","Arkansas","SEC","SEC"
"4427-3",0,"Arkansas","Mississippi","SEC","SEC"
"4427-8",0,"Arkansas","Mississippi","SEC","SEC"
"4427-9",0,"Arkansas","Mississippi","SEC","SEC"
"4427-10",0,"Arkansas","Mississippi","SEC","SEC"
"4427-11",0,"Arkansas","Mississippi","SEC","SEC"
"4427-13",0,"Arkansas","Mississippi","SEC","SEC"
"4429-1",0,"South Carolina","Auburn","SEC","SEC"
"4429-2",0,"South Carolina","Auburn","SEC","SEC"
"4429-5",0,"Auburn","South Carolina","SEC","SEC"
"4429-6",1,"South Carolina","Auburn","SEC","SEC"
"4429-7",0,"Auburn","South Carolina","SEC","SEC"
"4429-8",0,"South Carolina","Auburn","SEC","SEC"
"4429-11",0,"Auburn","South Carolina","SEC","SEC"
"4429-12",0,"South Carolina","Auburn","SEC","SEC"
"4429-13",0,"Auburn","South Carolina","SEC","SEC"
"4429-14",0,"Auburn","South Carolina","SEC","SEC"
"4429-15",0,"Auburn","South Carolina","SEC","SEC"
"4429-18",1,"Auburn","South Carolina","SEC","SEC"
"4429-19",1,"South Carolina","Auburn","SEC","SEC"
"4429-20",1,"Auburn","South Carolina","SEC","SEC"
"4429-23",1,"South Carolina","Auburn","SEC","SEC"
"4429-27",1,"South Carolina","Auburn","SEC","SEC"
"4429-29",0,"South Carolina","Auburn","SEC","SEC"
"4429-32",0,"South Carolina","Auburn","SEC","SEC"
"4429-33",1,"South Carolina","Auburn","SEC","SEC"
"4429-34",0,"South Carolina","Auburn","SEC","SEC"
"4429-35",0,"Auburn","South Carolina","SEC","SEC"
"4429-36",0,"Auburn","South Carolina","SEC","SEC"
"4429-38",1,"Auburn","South Carolina","SEC","SEC"
"4429-39",1,"Auburn","South Carolina","SEC","SEC"
"4429-40",1,"Auburn","South Carolina","SEC","SEC"
"4429-41",1,"Auburn","South Carolina","SEC","SEC"
"4429-42",1,"Auburn","South Carolina","SEC","SEC"
"4429-43",0,"South Carolina","Auburn","SEC","SEC"
"4429-45",0,"South Carolina","Auburn","SEC","SEC"
"4429-46",0,"South Carolina","Auburn","SEC","SEC"
"4429-48",0,"South Carolina","Auburn","SEC","SEC"
"4430-2",1,"Baylor","Oklahoma","Big 12","Big 12"
"4430-4",0,"Baylor","Oklahoma","Big 12","Big 12"
"4430-5",1,"Baylor","Oklahoma","Big 12","Big 12"
"4430-6",1,"Baylor","Oklahoma","Big 12","Big 12"
"4430-7",0,"Baylor","Oklahoma","Big 12","Big 12"
"4430-8",0,"Baylor","Oklahoma","Big 12","Big 12"
"4431-1",0,"Notre Dame","Boston College","ACC","ACC"
"4432-1",0,"Cal Baptist","Tarleton St.","WAC","WAC"
"4433-1",0,"Dayton","George Washington","Atlantic 10","Atlantic 10"
"4433-2",0,"Dayton","George Washington","Atlantic 10","Atlantic 10"
"4434-1",0,"Providence","DePaul","BigEast","BigEast"
"4434-2",0,"Providence","DePaul","BigEast","BigEast"
"4435-1",0,"Drake","Evansville","MVC","MVC"
"4435-2",0,"Drake","Evansville","MVC","MVC"
"4435-4",0,"Drake","Evansville","MVC","MVC"
"4435-5",0,"Drake","Evansville","MVC","MVC"
"4435-6",0,"Drake","Evansville","MVC","MVC"
"4436-1",1,"Miami FL","Duke","ACC","ACC"
"4436-2",0,"Miami FL","Duke","ACC","ACC"
"4436-3",0,"Duke","Miami FL","ACC","ACC"
"4436-4",0,"Miami FL","Duke","ACC","ACC"
"4436-6",1,"Duke","Miami FL","ACC","ACC"
"4436-7",1,"Duke","Miami FL","ACC","ACC"
"4436-9",0,"Duke","Miami FL","ACC","ACC"
"4436-11",0,"Miami FL","Duke","ACC","ACC"
"4436-13",1,"Miami FL","Duke","ACC","ACC"
"4436-14",0,"Miami FL","Duke","ACC","ACC"
"4436-15",0,"Duke","Miami FL","ACC","ACC"
"4436-16",0,"Miami FL","Duke","ACC","ACC"
"4436-19",1,"Miami FL","Duke","ACC","ACC"
"4436-20",0,"Duke","Miami FL","ACC","ACC"
"4436-22",0,"Duke","Miami FL","ACC","ACC"
"4436-23",1,"Miami FL","Duke","ACC","ACC"
"4436-25",1,"Duke","Miami FL","ACC","ACC"
"4436-26",1,"Duke","Miami FL","ACC","ACC"
"4436-27",0,"Miami FL","Duke","ACC","ACC"
"4436-28",0,"Duke","Miami FL","ACC","ACC"
"4436-30",0,"Duke","Miami FL","ACC","ACC"
"4436-31",0,"Duke","Miami FL","ACC","ACC"
"4436-33",1,"Duke","Miami FL","ACC","ACC"
"4436-34",1,"Duke","Miami FL","ACC","ACC"
"4436-35",1,"Duke","Miami FL","ACC","ACC"
"4436-36",1,"Duke","Miami FL","ACC","ACC"
"4436-37",0,"Miami FL","Duke","ACC","ACC"
"4436-39",0,"Duke","Miami FL","ACC","ACC"
"4436-41",1,"Miami FL","Duke","ACC","ACC"
"4436-42",0,"Miami FL","Duke","ACC","ACC"
"4436-43",1,"Miami FL","Duke","ACC","ACC"
"4436-44",1,"Duke","Miami FL","ACC","ACC"
"4436-45",1,"Miami FL","Duke","ACC","ACC"
"4436-46",1,"Miami FL","Duke","ACC","ACC"
"4436-48",0,"Miami FL","Duke","ACC","ACC"
"4436-49",1,"Duke","Miami FL","ACC","ACC"
"4436-50",1,"Duke","Miami FL","ACC","ACC"
"4436-51",0,"Duke","Miami FL","ACC","ACC"
"4436-52",0,"Miami FL","Duke","ACC","ACC"
"4436-53",0,"Duke","Miami FL","ACC","ACC"
"4436-54",1,"Duke","Miami FL","ACC","ACC"
"4436-58",0,"Duke","Miami FL","ACC","ACC"
"4436-59",0,"Miami FL","Duke","ACC","ACC"
"4436-60",0,"Duke","Miami FL","ACC","ACC"
"4436-62",1,"Miami FL","Duke","ACC","ACC"
"4436-63",0,"Duke","Miami FL","ACC","ACC"
"4436-64",0,"Miami FL","Duke","ACC","ACC"
"4436-65",0,"Duke","Miami FL","ACC","ACC"
"4436-67",1,"Miami FL","Duke","ACC","ACC"
"4437-1",1,"Eastern Michigan","Northern Illinois","Mid American","Mid American"
"4437-3",0,"Eastern Michigan","Northern Illinois","Mid American","Mid American"
"4438-2",0,"Florida","Mississippi St.","SEC","SEC"
"4438-4",0,"Mississippi St.","Florida","SEC","SEC"
"4438-6",1,"Florida","Mississippi St.","SEC","SEC"
"4438-9",0,"Mississippi St.","Florida","SEC","SEC"
"4438-10",0,"Florida","Mississippi St.","SEC","SEC"
"4438-11",0,"Mississippi St.","Florida","SEC","SEC"
"4438-12",0,"Florida","Mississippi St.","SEC","SEC"
"4438-13",1,"Florida","Mississippi St.","SEC","SEC"
"4438-14",1,"Mississippi St.","Florida","SEC","SEC"
"4438-15",1,"Mississippi St.","Florida","SEC","SEC"
"4438-16",0,"Mississippi St.","Florida","SEC","SEC"
"4438-17",0,"Florida","Mississippi St.","SEC","SEC"
"4438-18",0,"Mississippi St.","Florida","SEC","SEC"
"4438-19",0,"Florida","Mississippi St.","SEC","SEC"
"4438-21",0,"Florida","Mississippi St.","SEC","SEC"
"4438-24",1,"Florida","Mississippi St.","SEC","SEC"
"4438-26",0,"Mississippi St.","Florida","SEC","SEC"
"4438-28",0,"Florida","Mississippi St.","SEC","SEC"
"4438-29",1,"Mississippi St.","Florida","SEC","SEC"
"4438-30",1,"Mississippi St.","Florida","SEC","SEC"
"4438-32",0,"Florida","Mississippi St.","SEC","SEC"
"4438-33",0,"Mississippi St.","Florida","SEC","SEC"
"4438-34",0,"Mississippi St.","Florida","SEC","SEC"
"4438-35",0,"Florida","Mississippi St.","SEC","SEC"
"4438-36",0,"Florida","Mississippi St.","SEC","SEC"
"4438-37",1,"Mississippi St.","Florida","SEC","SEC"
"4438-38",0,"Mississippi St.","Florida","SEC","SEC"
"4438-40",0,"Mississippi St.","Florida","SEC","SEC"
"4438-41",1,"Mississippi St.","Florida","SEC","SEC"
"4438-42",0,"Mississippi St.","Florida","SEC","SEC"
"4438-43",1,"Mississippi St.","Florida","SEC","SEC"
"4438-46",0,"Florida","Mississippi St.","SEC","SEC"
"4438-47",1,"Mississippi St.","Florida","SEC","SEC"
"4438-48",0,"Mississippi St.","Florida","SEC","SEC"
"4439-1",0,"Florida St.","Pittsburgh","ACC","ACC"
"4440-1",0,"Fresno St.","UNLV","MWC","MWC"
"4440-2",0,"UNLV","Fresno St.","MWC","MWC"
"4440-3",1,"Fresno St.","UNLV","MWC","MWC"
"4440-4",0,"UNLV","Fresno St.","MWC","MWC"
"4440-6",1,"UNLV","Fresno St.","MWC","MWC"
"4440-7",0,"UNLV","Fresno St.","MWC","MWC"
"4440-8",1,"UNLV","Fresno St.","MWC","MWC"
"4440-9",0,"UNLV","Fresno St.","MWC","MWC"
"4440-10",1,"Fresno St.","UNLV","MWC","MWC"
"4440-12",0,"Fresno St.","UNLV","MWC","MWC"
"4440-14",0,"UNLV","Fresno St.","MWC","MWC"
"4440-15",0,"UNLV","Fresno St.","MWC","MWC"
"4440-16",0,"UNLV","Fresno St.","MWC","MWC"
"4440-17",0,"Fresno St.","UNLV","MWC","MWC"
"4440-18",1,"UNLV","Fresno St.","MWC","MWC"
"4440-20",0,"UNLV","Fresno St.","MWC","MWC"
"4440-21",1,"UNLV","Fresno St.","MWC","MWC"
"4440-22",1,"UNLV","Fresno St.","MWC","MWC"
"4440-24",0,"Fresno St.","UNLV","MWC","MWC"
"4440-25",0,"UNLV","Fresno St.","MWC","MWC"
"4440-28",0,"UNLV","Fresno St.","MWC","MWC"
"4440-31",1,"UNLV","Fresno St.","MWC","MWC"
"4440-34",0,"UNLV","Fresno St.","MWC","MWC"
"4441-1",1,"Xavier","Georgetown","BigEast","BigEast"
"4441-2",1,"Xavier","Georgetown","BigEast","BigEast"
"4441-3",0,"Xavier","Georgetown","BigEast","BigEast"
"4442-1",0,"Syracuse","Georgia Tech","ACC","ACC"
